cod_provincia,provincia,anio,poblacion,superficie_total_km2,superficie_inundable_t100_km2,exposicion_inundacion_t100,exposicion_inundacion_t100_pct,exposicion_inundacion_norm,quintil_exposicion_inundacion,exposicion_alta_inundacion,numero_hipotecas_vivienda,importe_total_hipotecas_vivienda_miles_eur,importe_total_hipotecas_vivienda_eur,importe_medio_hipoteca_eur,precio_vivienda_libre_eur_m2,trimestres_precio_disponibles,ejecuciones_hipotecarias_vivienda,tasa_actividad,tasa_paro,tasa_empleo,trimestres_epa_disponibles,renta_neta_media_persona,hipotecas_por_1000_habitantes,ejecuciones_por_1000_habitantes,importe_hipotecario_por_habitante_eur,pd_proxy_hipotecaria,pd_proxy_hipotecaria_1000,ead_proxy_hipotecaria_eur,valor_vivienda_proxy_90m2_eur,valor_vivienda_proxy_100m2_eur,ltv_proxy_90m2,ltv_proxy_100m2,haircut_climatico_proxy,valor_vivienda_clima_proxy_90m2_eur,valor_vivienda_clima_proxy_100m2_eur,ltv_proxy_clima_90m2,ltv_proxy_clima_100m2,lgd_shortfall_proxy_90m2,lgd_shortfall_proxy_100m2,lgd_shortfall_proxy_clima_90m2,lgd_shortfall_proxy_clima_100m2,perdida_esperada_proxy_sin_lgd_eur,perdida_esperada_proxy_90m2_eur,perdida_esperada_proxy_100m2_eur,perdida_esperada_proxy_clima_90m2_eur,perdida_esperada_proxy_clima_100m2_eur,incremento_perdida_esperada_clima_90m2_eur,incremento_perdida_esperada_clima_100m2_eur,log_poblacion,log_numero_hipotecas,log_importe_hipotecas,log_importe_medio_hipoteca,log_precio_vivienda,log_renta,log_valor_vivienda_proxy_90m2,log_ead_proxy,tasa_paro_lag1,tasa_empleo_lag1,precio_vivienda_lag1,renta_lag1,pd_proxy_hipotecaria_1000_lag1,ltv_proxy_90m2_lag1,variacion_precio_vivienda_yoy,variacion_numero_hipotecas_yoy,variacion_importe_medio_hipoteca_yoy,interaccion_exposicion_paro,interaccion_exposicion_ltv_90m2,interaccion_exposicion_precio
01,Araba/Álava,1996,281821,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,NA,NA,NA,NA,923.725,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83135.25,92372.5,NA,NA,0.011639929043075049,82167.56158902169,91297.29065446854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.549027396607004,NA,NA,NA,6.828414408296727,NA,11.328224078626992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.826833908630471
01,Araba/Álava,1998,284595,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,NA,NA,NA,NA,1151.875,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103668.75,115187.5,NA,NA,0.011639929043075049,102462.05310601571,113846.72567335078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.558822395966343,NA,NA,NA,7.049146328424087,NA,11.548955998754353,NA,NA,NA,923.725,NA,NA,NA,0.24698909307423744,NA,NA,NA,NA,15.994921982736987
01,Araba/Álava,1999,285748,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,NA,NA,NA,NA,1392.325,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125309.25,139232.5,NA,NA,0.011639929043075049,123850.65922155904,137611.84357951005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.562865582507454,NA,NA,NA,7.238730290654344,NA,11.738539960984609,NA,NA,NA,1151.875,NA,NA,NA,0.20874660879001633,NA,NA,NA,NA,19.333807704494216
01,Araba/Álava,2000,286497,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,NA,NA,NA,NA,1475.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132772.5,147525,NA,NA,0.011639929043075049,131227.0375211283,145807.81946792034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.565483343877919,NA,NA,NA,7.296582745937278,NA,11.796392416267544,NA,NA,NA,1392.325,NA,NA,NA,0.059558651895211215,NA,NA,NA,NA,20.48530322737514
01,Araba/Álava,2001,288793,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,NA,NA,NA,NA,1653.375,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148803.75,165337.5,NA,NA,0.011639929043075049,147071.68490865652,163412.98323184057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.573465447479911,NA,NA,NA,7.410573932346211,NA,11.910383602676477,NA,NA,NA,1475.25,NA,NA,NA,0.12074224707676665,NA,NA,NA,NA,22.958744771097354
01,Araba/Álava,2002,291860,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,NA,NA,NA,NA,1833.9,4,NA,59.5225,9.025,54.1475,4,NA,NA,NA,NA,NA,NA,NA,165051,183390,NA,NA,0.011639929043075049,163129.8180715114,181255.35341279046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.584029514221736,NA,NA,NA,7.514200125702789,NA,12.014009796033054,NA,NA,NA,1653.375,NA,NA,NA,0.10918575640734866,NA,NA,0.12532103821525886,NA,25.465512685092882
01,Araba/Álava,2003,294360,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,4604,530840,530840000,115299.7393570808,1978.55,4,NA,60.74,9.345,55.06,4,NA,15.640712053268107,NA,1803.3700231009648,NA,NA,115299.7393570808,178069.5,197855,0.6474985292657126,0.5827486763391413,0.011639929043075049,175996.78365526415,195551.98183918238,0.655124127625682,0.5896117148631138,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12.592558787040534,8.434897948689407,20.08997121741713,11.65529044569155,7.5901195321766135,NA,12.089929202506879,11.65529044569155,9.025,54.1475,1833.9,NA,NA,NA,0.07887562026282778,NA,NA,0.1297645542517002,0.008991156557388618,27.47412079344049
01,Araba/Álava,2004,295905,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,4704,587409,587409000,124874.36224489796,2210.2,4,NA,62.295,9.3825,56.4525,4,NA,15.896993967658538,NA,1985.12698332235,NA,NA,124874.36224489796,198917.99999999997,221019.99999999997,0.6277680363008776,0.5649912326707899,0.011639929043075049,196602.60859460957,218447.3428828995,0.6351612683959156,0.5716451415563241,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12.597793735846079,8.45638105201948,20.191231900070704,11.735063408789848,7.7008382881546815,NA,12.200647958484947,11.735063408789848,9.345,55.06,1978.55,NA,NA,0.6474985292657126,0.11708069040458915,0.021720243266724587,0.08304114945277329,0.13028527878722065,0.008717179176463192,30.690809824195583
01,Araba/Álava,2005,299957,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,5970,750549,750549000,125720.10050251256,2387.925,4,NA,59.655,7.1575,55.3875,4,NA,19.902852742226386,NA,2502.188647039409,NA,NA,125720.10050251256,214913.25000000003,238792.50000000003,0.5849806864049217,0.5264826177644296,0.011639929043075049,212411.67501958337,236012.97224398152,0.5918700113396391,0.5326830102056753,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12.611394410031801,8.694669696546992,20.43631549804566,11.741813290326652,7.778180066984105,NA,12.277989737314371,11.741813290326652,9.3825,56.4525,2210.2,NA,NA,0.6277680363008776,0.08041127499773794,0.26913265306122447,0.006772713328905585,0.09938895634633965,0.008123034565777237,33.15869697287225
01,Araba/Álava,2006,301926,3037.3215283320224,42.176209121786826,0.0138859876138791,1.3885987613879098,0.23279858086150096,3,0,6557,961966,961966000,146708.25072441666,2517.3,4,NA,60.7925,7.29,56.355,4,NA,21.717241973198732,NA,3186.0985804468646,NA,NA,146708.25072441666,226557.00000000003,251730.00000000003,0.6475555852364598,0.582800026712814,0.011639929043075049,223919.89259578806,248799.88066198674,0.6551818555453177,0.5896636699907859,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,12.617937233218905,8.788440957404594,20.684489666009597,11.896201204706438,7.8309421775441335,NA,12.3307518478744,11.896201204706438,7.1575,55.3875,2387.925,NA,NA,0.5849806864049217,0.05417883727504004,0.0983249581239531,0.16694347314401523,0.10122884970517863,0.008991948835891713,34.95519662041786
