territorio_mivau,territorio_key,anio,trimestre,precio_vivienda_libre_eur_m2,hoja
Pontevedra,pontevedra,2002,1,840.1,"1999, 2000, 2001, 2002"
Pontevedra,pontevedra,2002,2,911.3,"1999, 2000, 2001, 2002"
Pontevedra,pontevedra,2002,3,950,"1999, 2000, 2001, 2002"
Pontevedra,pontevedra,2002,4,951.2,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),1999,1,1075.8,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),1999,2,1104.5,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),1999,3,1141.2,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),1999,4,1177.8,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2000,1,1201.4,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2000,2,1251.1,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2000,3,1298.2,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2000,4,1253.7,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2001,1,1321.8,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2001,2,1402.9,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2001,3,1465.7,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2001,4,1533.8,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2002,1,1612.3,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2002,2,1683,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2002,3,1727.5,"1999, 2000, 2001, 2002"
Madrid (Comunidad de),madrid (comunidad de),2002,4,1868.8,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),1999,1,491.8,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),1999,2,514.1,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),1999,3,511.6,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),1999,4,521.6,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2000,1,546.4,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2000,2,565,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2000,3,586.1,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2000,4,596.1,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2001,1,620.9,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2001,2,658.2,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2001,3,679.3,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2001,4,699.1,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2002,1,715.3,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2002,2,752.5,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2002,3,801,"1999, 2000, 2001, 2002"
Murcia (Región de),murcia (region de),2002,4,837,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),1999,1,827,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),1999,2,851.5,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),1999,3,897.4,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),1999,4,925,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2000,1,947.9,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2000,2,993.9,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2000,3,1044.4,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2000,4,1068.9,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2001,1,1099.5,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2001,2,1122.5,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2001,3,1130.2,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2001,4,1157.7,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2002,1,1168.5,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2002,2,1206.7,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2002,3,1232.8,"1999, 2000, 2001, 2002"
Navarra (Comunidad Foral de),navarra (comunidad foral de),2002,4,1255.7,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,1999,1,1090.3,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,1999,2,1153.9,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,1999,3,1215,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,1999,4,1259,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2000,1,1342.1,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2000,2,1403.2,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2000,3,1471.6,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2000,4,1498.5,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2001,1,1562.1,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2001,2,1630.5,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2001,3,1689.2,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2001,4,1706.3,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2002,1,1750.3,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2002,2,1806.6,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2002,3,1906.8,"1999, 2000, 2001, 2002"
País Vasco,pais vasco,2002,4,1948.3,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,1999,1,1291.2,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,1999,2,1359.4,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,1999,3,1451.1,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,1999,4,1467.6,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2000,1,1390,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2000,2,1444.1,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2000,3,1512.3,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2000,4,1554.6,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2001,1,1601.6,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2001,2,1636.9,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2001,3,1662.8,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2001,4,1712.2,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2002,1,1761.6,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2002,2,1815.7,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2002,3,1905,"1999, 2000, 2001, 2002"
Araba/Alava,araba/alava,2002,4,1853.3,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,1999,1,1076.9,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,1999,2,1179.1,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,1999,3,1216.5,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,1999,4,1273.9,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2000,1,1413.5,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2000,2,1480.8,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2000,3,1568,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2000,4,1635.3,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2001,1,1657.8,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2001,2,1677.7,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2001,3,1745,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2001,4,1767.5,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2002,1,1807.4,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2002,2,1889.6,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2002,3,1959.4,"1999, 2000, 2001, 2002"
Gipuzkoa,gipuzkoa,2002,4,2034.2,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,1999,1,1075.8,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,1999,2,1122.3,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,1999,3,1183.4,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,1999,4,1229.9,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2000,1,1305.7,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2000,2,1361.9,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2000,3,1423,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2000,4,1457.3,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2001,1,1523.3,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2001,2,1613.8,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2001,3,1674.9,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2001,4,1679.8,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2002,1,1718.9,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2002,2,1784.9,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2002,3,1885.2,"1999, 2000, 2001, 2002"
Bizkaia,bizkaia,2002,4,1939,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),1999,1,680.9,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),1999,2,713,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),1999,3,710.2,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),1999,4,728.4,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2000,1,755,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2000,2,798.3,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2000,3,812.3,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2000,4,815.1,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2001,1,880.8,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2001,2,914.4,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2001,3,933.9,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2001,4,957.7,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2002,1,1015,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2002,2,1038.8,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2002,3,1044.4,"1999, 2000, 2001, 2002"
Rioja (La),rioja (la),2002,4,1079.3,"1999, 2000, 2001, 2002"
TOTAL NACIONAL,total nacional,2003,1,1230.3,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2003,2,1309.6,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2003,3,1344.9,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2003,4,1380.3,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2004,1,1456.2,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2004,2,1538.8,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2004,3,1570.8,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2004,4,1618,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2005,1,1685.4,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2005,2,1752.8,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2005,3,1781.5,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2005,4,1824.3,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2006,1,1887.6,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2006,2,1942.3,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2006,3,1956.7,"2003, 2004, 2005, 2006"
TOTAL NACIONAL,total nacional,2006,4,1990.5,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2003,1,983.6,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2003,2,1037.8,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2003,3,1090.7,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2003,4,1121.3,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2004,1,1179.7,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2004,2,1261.8,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2004,3,1303.6,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2004,4,1362,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2005,1,1391.2,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2005,2,1463.5,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2005,3,1490.8,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2005,4,1529.6,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2006,1,1587.4,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2006,2,1626.3,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2006,3,1643,"2003, 2004, 2005, 2006"
Andalucía,andalucia,2006,4,1677.8,"2003, 2004, 2005, 2006"
Almería,almeria,2003,1,969.3,"2003, 2004, 2005, 2006"
Almería,almeria,2003,2,949,"2003, 2004, 2005, 2006"
Almería,almeria,2003,3,982.1,"2003, 2004, 2005, 2006"
Almería,almeria,2003,4,991,"2003, 2004, 2005, 2006"
Almería,almeria,2004,1,1053.3,"2003, 2004, 2005, 2006"
Almería,almeria,2004,2,1141.1,"2003, 2004, 2005, 2006"
Almería,almeria,2004,3,1190.7,"2003, 2004, 2005, 2006"
Almería,almeria,2004,4,1227.6,"2003, 2004, 2005, 2006"
Almería,almeria,2005,1,1272.1,"2003, 2004, 2005, 2006"
Almería,almeria,2005,2,1343.3,"2003, 2004, 2005, 2006"
Almería,almeria,2005,3,1384,"2003, 2004, 2005, 2006"
Almería,almeria,2005,4,1425.5,"2003, 2004, 2005, 2006"
Almería,almeria,2006,1,1478.2,"2003, 2004, 2005, 2006"
Almería,almeria,2006,2,1511.3,"2003, 2004, 2005, 2006"
Almería,almeria,2006,3,1527.8,"2003, 2004, 2005, 2006"
Almería,almeria,2006,4,1539.2,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2003,1,970.8,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2003,2,1012.8,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2003,3,1080.8,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2003,4,1128.5,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2004,1,1183.5,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2004,2,1273.2,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2004,3,1335.4,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2004,4,1404.8,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2005,1,1446.8,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2005,2,1529.3,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2005,3,1569.8,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2005,4,1609,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2006,1,1671.1,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2006,2,1713,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2006,3,1723.1,"2003, 2004, 2005, 2006"
Cádiz,cadiz,2006,4,1770.9,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2003,1,778.1,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2003,2,793.2,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2003,3,864.3,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2003,4,868.9,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2004,1,928.3,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2004,2,980.8,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2004,3,1015.7,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2004,4,1075.1,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2005,1,1164.8,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2005,2,1183.4,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2005,3,1210.2,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2005,4,1273.1,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2006,1,1310.4,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2006,2,1405.9,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2006,3,1422.2,"2003, 2004, 2005, 2006"
Córdoba,cordoba,2006,4,1462.2,"2003, 2004, 2005, 2006"
Granada,granada,2003,1,856.5,"2003, 2004, 2005, 2006"
Granada,granada,2003,2,913.9,"2003, 2004, 2005, 2006"
Granada,granada,2003,3,919.6,"2003, 2004, 2005, 2006"
Granada,granada,2003,4,959.8,"2003, 2004, 2005, 2006"
Granada,granada,2004,1,1009.2,"2003, 2004, 2005, 2006"
Granada,granada,2004,2,1048.2,"2003, 2004, 2005, 2006"
Granada,granada,2004,3,1041.3,"2003, 2004, 2005, 2006"
Granada,granada,2004,4,1079.2,"2003, 2004, 2005, 2006"
Granada,granada,2005,1,1148.1,"2003, 2004, 2005, 2006"
Granada,granada,2005,2,1218.1,"2003, 2004, 2005, 2006"
Granada,granada,2005,3,1229.6,"2003, 2004, 2005, 2006"
Granada,granada,2005,4,1259.1,"2003, 2004, 2005, 2006"
Granada,granada,2006,1,1296.2,"2003, 2004, 2005, 2006"
Granada,granada,2006,2,1338.7,"2003, 2004, 2005, 2006"
Granada,granada,2006,3,1366.2,"2003, 2004, 2005, 2006"
Granada,granada,2006,4,1397.9,"2003, 2004, 2005, 2006"
Huelva,huelva,2003,1,1004.4,"2003, 2004, 2005, 2006"
Huelva,huelva,2003,2,1036.4,"2003, 2004, 2005, 2006"
Huelva,huelva,2003,3,1124.8,"2003, 2004, 2005, 2006"
Huelva,huelva,2003,4,1119.7,"2003, 2004, 2005, 2006"
Huelva,huelva,2004,1,1156.8,"2003, 2004, 2005, 2006"
Huelva,huelva,2004,2,1226,"2003, 2004, 2005, 2006"
Huelva,huelva,2004,3,1242.7,"2003, 2004, 2005, 2006"
Huelva,huelva,2004,4,1263.2,"2003, 2004, 2005, 2006"
Huelva,huelva,2005,1,1281.1,"2003, 2004, 2005, 2006"
Huelva,huelva,2005,2,1414.3,"2003, 2004, 2005, 2006"
Huelva,huelva,2005,3,1418.2,"2003, 2004, 2005, 2006"
Huelva,huelva,2005,4,1467.8,"2003, 2004, 2005, 2006"
Huelva,huelva,2006,1,1520.7,"2003, 2004, 2005, 2006"
Huelva,huelva,2006,2,1525.8,"2003, 2004, 2005, 2006"
Huelva,huelva,2006,3,1575.8,"2003, 2004, 2005, 2006"
Huelva,huelva,2006,4,1615.3,"2003, 2004, 2005, 2006"
Jaén,jaen,2003,1,634,"2003, 2004, 2005, 2006"
Jaén,jaen,2003,2,651.6,"2003, 2004, 2005, 2006"
Jaén,jaen,2003,3,679.6,"2003, 2004, 2005, 2006"
Jaén,jaen,2003,4,714.8,"2003, 2004, 2005, 2006"
Jaén,jaen,2004,1,730.7,"2003, 2004, 2005, 2006"
Jaén,jaen,2004,2,750.7,"2003, 2004, 2005, 2006"
Jaén,jaen,2004,3,785.1,"2003, 2004, 2005, 2006"
Jaén,jaen,2004,4,813.1,"2003, 2004, 2005, 2006"
Jaén,jaen,2005,1,799.5,"2003, 2004, 2005, 2006"
Jaén,jaen,2005,2,889,"2003, 2004, 2005, 2006"
Jaén,jaen,2005,3,933.8,"2003, 2004, 2005, 2006"
Jaén,jaen,2005,4,948.9,"2003, 2004, 2005, 2006"
Jaén,jaen,2006,1,973,"2003, 2004, 2005, 2006"
Jaén,jaen,2006,2,993,"2003, 2004, 2005, 2006"
Jaén,jaen,2006,3,1034.6,"2003, 2004, 2005, 2006"
Jaén,jaen,2006,4,1053.7,"2003, 2004, 2005, 2006"
Málaga,malaga,2003,1,1271.5,"2003, 2004, 2005, 2006"
Málaga,malaga,2003,2,1372.7,"2003, 2004, 2005, 2006"
Málaga,malaga,2003,3,1479.6,"2003, 2004, 2005, 2006"
Málaga,malaga,2003,4,1529.3,"2003, 2004, 2005, 2006"
Málaga,malaga,2004,1,1630.5,"2003, 2004, 2005, 2006"
Málaga,malaga,2004,2,1766,"2003, 2004, 2005, 2006"
Málaga,malaga,2004,3,1995.1,"2003, 2004, 2005, 2006"
Málaga,malaga,2004,4,1897.7,"2003, 2004, 2005, 2006"
Málaga,malaga,2005,1,1909.2,"2003, 2004, 2005, 2006"
Málaga,malaga,2005,2,1985.6,"2003, 2004, 2005, 2006"
Málaga,malaga,2005,3,2002.8,"2003, 2004, 2005, 2006"
Málaga,malaga,2005,4,2048.9,"2003, 2004, 2005, 2006"
Málaga,malaga,2006,1,2155.5,"2003, 2004, 2005, 2006"
Málaga,malaga,2006,2,2184.1,"2003, 2004, 2005, 2006"
Málaga,malaga,2006,3,2201.3,"2003, 2004, 2005, 2006"
Málaga,malaga,2006,4,2229.8,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2003,1,957.9,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2003,2,986.9,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2003,3,1053.4,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2003,4,1086.6,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2004,1,1176.6,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2004,2,1261,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2004,3,1303.9,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2004,4,1385.6,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2005,1,1384.2,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2005,2,1457.6,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2005,3,1471.4,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2005,4,1502.3,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2006,1,1548.9,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2006,2,1601.5,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2006,3,1605.7,"2003, 2004, 2005, 2006"
Sevilla,sevilla,2006,4,1645.8,"2003, 2004, 2005, 2006"
Aragón,aragon,2003,1,1117.4,"2003, 2004, 2005, 2006"
Aragón,aragon,2003,2,1186.1,"2003, 2004, 2005, 2006"
Aragón,aragon,2003,3,1199.5,"2003, 2004, 2005, 2006"
Aragón,aragon,2003,4,1256.3,"2003, 2004, 2005, 2006"
Aragón,aragon,2004,1,1311.6,"2003, 2004, 2005, 2006"
Aragón,aragon,2004,2,1374.3,"2003, 2004, 2005, 2006"
Aragón,aragon,2004,3,1386.2,"2003, 2004, 2005, 2006"
Aragón,aragon,2004,4,1469.9,"2003, 2004, 2005, 2006"
Aragón,aragon,2005,1,1493.8,"2003, 2004, 2005, 2006"
Aragón,aragon,2005,2,1604.3,"2003, 2004, 2005, 2006"
Aragón,aragon,2005,3,1613.3,"2003, 2004, 2005, 2006"
Aragón,aragon,2005,4,1661.7,"2003, 2004, 2005, 2006"
Aragón,aragon,2006,1,1741.8,"2003, 2004, 2005, 2006"
Aragón,aragon,2006,2,1829.9,"2003, 2004, 2005, 2006"
Aragón,aragon,2006,3,1847.3,"2003, 2004, 2005, 2006"
Aragón,aragon,2006,4,1876.2,"2003, 2004, 2005, 2006"
Huesca,huesca,2003,1,848.8,"2003, 2004, 2005, 2006"
Huesca,huesca,2003,2,929.5,"2003, 2004, 2005, 2006"
Huesca,huesca,2003,3,970.5,"2003, 2004, 2005, 2006"
Huesca,huesca,2003,4,980.5,"2003, 2004, 2005, 2006"
Huesca,huesca,2004,1,1050.1,"2003, 2004, 2005, 2006"
Huesca,huesca,2004,2,1157,"2003, 2004, 2005, 2006"
Huesca,huesca,2004,3,1195.5,"2003, 2004, 2005, 2006"
Huesca,huesca,2004,4,1230.3,"2003, 2004, 2005, 2006"
Huesca,huesca,2005,1,1242.7,"2003, 2004, 2005, 2006"
Huesca,huesca,2005,2,1376.9,"2003, 2004, 2005, 2006"
Huesca,huesca,2005,3,1382.2,"2003, 2004, 2005, 2006"
Huesca,huesca,2005,4,1477.6,"2003, 2004, 2005, 2006"
Huesca,huesca,2006,1,1509.9,"2003, 2004, 2005, 2006"
Huesca,huesca,2006,2,1517.3,"2003, 2004, 2005, 2006"
Huesca,huesca,2006,3,1547.2,"2003, 2004, 2005, 2006"
Huesca,huesca,2006,4,1570.8,"2003, 2004, 2005, 2006"
Teruel,teruel,2003,1,717.5,"2003, 2004, 2005, 2006"
Teruel,teruel,2003,2,735,"2003, 2004, 2005, 2006"
Teruel,teruel,2003,3,764.7,"2003, 2004, 2005, 2006"
Teruel,teruel,2003,4,797,"2003, 2004, 2005, 2006"
Teruel,teruel,2004,1,716.7,"2003, 2004, 2005, 2006"
Teruel,teruel,2004,2,810.9,"2003, 2004, 2005, 2006"
Teruel,teruel,2004,3,769,"2003, 2004, 2005, 2006"
Teruel,teruel,2004,4,893,"2003, 2004, 2005, 2006"
Teruel,teruel,2005,1,872.9,"2003, 2004, 2005, 2006"
Teruel,teruel,2005,2,839.7,"2003, 2004, 2005, 2006"
Teruel,teruel,2005,3,854.3,"2003, 2004, 2005, 2006"
Teruel,teruel,2005,4,889.3,"2003, 2004, 2005, 2006"
Teruel,teruel,2006,1,923.5,"2003, 2004, 2005, 2006"
Teruel,teruel,2006,2,962.8,"2003, 2004, 2005, 2006"
Teruel,teruel,2006,3,965.4,"2003, 2004, 2005, 2006"
Teruel,teruel,2006,4,983.4,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2003,1,1236.2,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2003,2,1306,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2003,3,1302.7,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2003,4,1377.3,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2004,1,1458.4,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2004,2,1495.8,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2004,3,1515.2,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2004,4,1586.6,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2005,1,1622.3,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2005,2,1742.4,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2005,3,1765.1,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2005,4,1800.4,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2006,1,1881.9,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2006,2,1995.4,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2006,3,2022.8,"2003, 2004, 2005, 2006"
Zaragoza,zaragoza,2006,4,2048.3,"2003, 2004, 2005, 2006"
