cod_provincia,provincia,anio,numero_hipotecas_vivienda,importe_total_hipotecas_vivienda_miles_eur,meses_disponibles,importe_medio_hipoteca_eur
21,Huelva,2013,2823,190240,12,67389.30216082183
21,Huelva,2014,2563,197555,12,77079.59422551698
21,Huelva,2015,3098,232591,12,75077.79212395093
21,Huelva,2016,3416,256983,12,75229.21545667447
21,Huelva,2017,3366,260756,12,77467.61734997029
21,Huelva,2018,3719,302210,12,81261.09169131487
21,Huelva,2019,4314,353170,12,81866.01761706073
21,Huelva,2020,3531,279498,12,79155.48003398471
21,Huelva,2021,5531,497437,12,89936.17790634606
21,Huelva,2022,5596,526165,12,94025.19656897784
21,Huelva,2023,4523,414810,12,91711.25359274818
21,Huelva,2024,4682,458281,12,97881.46091413926
21,Huelva,2025,5956,612537,12,102843.68703828072
21,Huelva,2026,1098,124536,2,113420.7650273224
22,Huesca,2003,4362,354151,12,81190.05043558001
22,Huesca,2004,5211,497429,12,95457.49376319324
22,Huesca,2005,6275,643959,12,102622.94820717131
22,Huesca,2006,6761,790403,12,116906.22688951339
22,Huesca,2007,6826,884701,12,129607.53003222971
22,Huesca,2008,5005,616249,12,123126.67332667332
22,Huesca,2009,3696,428091,12,115825.48701298701
22,Huesca,2010,2817,279911,12,99364.92722754704
22,Huesca,2011,2019,196119,12,97136.70133729569
22,Huesca,2012,1545,154253,12,99840.12944983819
22,Huesca,2013,1245,103807,12,83379.11646586345
22,Huesca,2014,847,69985,12,82626.91853600944
22,Huesca,2015,1256,99063,12,78871.8152866242
22,Huesca,2016,1451,114842,12,79146.79531357685
22,Huesca,2017,1422,129067,12,90764.41631504922
22,Huesca,2018,1479,122162,12,82597.70114942528
22,Huesca,2019,1510,134938,12,89362.91390728476
22,Huesca,2020,1559,145734,12,93479.15330339961
22,Huesca,2021,1842,176272,12,95695.98262757872
22,Huesca,2022,1911,197791,12,103501.30821559393
22,Huesca,2023,1462,145925,12,99811.90150478797
22,Huesca,2024,1782,187023,12,104951.17845117845
22,Huesca,2025,2391,285162,12,119264.74278544541
22,Huesca,2026,328,38457,2,117246.9512195122
23,Jaén,2003,8187,507399,12,61976.18175155735
23,Jaén,2004,8674,624419,12,71987.43370993774
23,Jaén,2005,12463,1058198,12,84907.1652090187
23,Jaén,2006,13023,1238002,12,95062.73516086923
23,Jaén,2007,15218,1588174,12,104361.54553817847
23,Jaén,2008,8827,870858,12,98658.434349156
23,Jaén,2009,6410,504625,12,78724.64898595944
23,Jaén,2010,6340,514984,12,81227.76025236593
23,Jaén,2011,4834,395659,12,81849.193214729
23,Jaén,2012,2817,209539,12,74383.74156904509
23,Jaén,2013,2177,150851,12,69293.06384933395
23,Jaén,2014,2024,140962,12,69645.25691699605
23,Jaén,2015,2576,181893,12,70610.63664596273
23,Jaén,2016,2955,208408,12,70527.24196277496
23,Jaén,2017,3294,242913,12,73744.08014571949
23,Jaén,2018,3452,269595,12,78098.20393974507
23,Jaén,2019,3394,264942,12,78061.87389510902
23,Jaén,2020,3252,250675,12,77083.33333333333
23,Jaén,2021,3994,316739,12,79303.7055583375
23,Jaén,2022,4223,350230,12,82933.93322282737
23,Jaén,2023,3899,322880,12,82810.97717363427
23,Jaén,2024,4147,349010,12,84159.6334699783
23,Jaén,2025,4898,438776,12,89582.68681094324
23,Jaén,2026,788,73478,2,93246.19289340102
24,León,2003,9738,781340,12,80236.18812897925
24,León,2004,10516,955951,12,90904.43134271586
24,León,2005,9855,923394,12,93698.02130898021
24,León,2006,11601,1155734,12,99623.65313335057
24,León,2007,11916,1312411,12,110138.55320577374
24,León,2008,8213,937164,12,114107.39072202606
24,León,2009,7020,758370,12,108029.91452991453
24,León,2010,5787,576978,12,99702.43649559357
24,León,2011,3932,350079,12,89033.31637843337
24,León,2012,2343,188903,12,80624.4131455399
24,León,2013,1537,120948,12,78690.95640858816
24,León,2014,1361,108349,12,79609.84570168993
24,León,2015,1554,124813,12,80317.24581724581
24,León,2016,1832,149258,12,81472.70742358078
24,León,2017,1946,165448,12,85019.52723535457
24,León,2018,2021,182292,12,90198.91142998515
24,León,2019,2051,178040,12,86806.43588493418
24,León,2020,2104,193567,12,91999.52471482889
24,León,2021,2502,229942,12,91903.27737809753
24,León,2022,2799,280778,12,100313.68345837799
24,León,2023,2353,227997,12,96896.30259243518
24,León,2024,2675,264962,12,99051.21495327103
24,León,2025,3737,375724,12,100541.61091784853
24,León,2026,632,70878,2,112148.73417721518
25,Lleida,2003,8139,678639,12,83381.12790269074
25,Lleida,2004,8894,923628,12,103848.43714863954
25,Lleida,2005,11589,1327482,12,114546.72534299767
25,Lleida,2006,13578,1795759,12,132255.04492561496
25,Lleida,2007,13488,1952720,12,144774.61447212336
25,Lleida,2008,7810,1052252,12,134731.37003841228
25,Lleida,2009,6150,691331,12,112411.54471544715
25,Lleida,2010,5457,540700,12,99083.74564779183
25,Lleida,2011,3419,313871,12,91801.98888563908
25,Lleida,2012,2264,195461,12,86334.36395759718
25,Lleida,2013,1484,130035,12,87624.66307277628
25,Lleida,2014,1227,98206,12,80037.48981255094
25,Lleida,2015,1774,154392,12,87030.4396843292
25,Lleida,2016,2083,186624,12,89593.85501680268
25,Lleida,2017,1841,165030,12,89641.49918522542
25,Lleida,2018,2051,185134,12,90265.23647001463
25,Lleida,2019,2152,189999,12,88289.49814126395
25,Lleida,2020,1996,185447,12,92909.31863727455
25,Lleida,2021,2922,296535,12,101483.5728952772
25,Lleida,2022,3230,353178,12,109343.03405572755
25,Lleida,2023,2861,317844,12,111095.42118140511
25,Lleida,2024,3302,365434,12,110670.50272562084
25,Lleida,2025,3750,466897,12,124505.86666666667
25,Lleida,2026,690,89681,2,129972.46376811594
26,"Rioja, La",2003,7708,715089,12,92772.31447846393
26,"Rioja, La",2004,7320,772280,12,105502.73224043715
26,"Rioja, La",2005,7884,927150,12,117598.93455098935
26,"Rioja, La",2006,9573,1235269,12,129036.77008252377
26,"Rioja, La",2007,9268,1205671,12,130089.66335779024
26,"Rioja, La",2008,7587,953468,12,125671.27982074601
26,"Rioja, La",2009,6510,776408,12,119263.90168970815
26,"Rioja, La",2010,6106,714321,12,116986.73435964625
26,"Rioja, La",2011,3535,378855,12,107172.56011315418
26,"Rioja, La",2012,1814,178803,12,98568.35722160971
26,"Rioja, La",2013,1694,150719,12,88972.25501770957
26,"Rioja, La",2014,1406,126349,12,89864.15362731152
26,"Rioja, La",2015,1582,126186,12,79763.59039190898
26,"Rioja, La",2016,1735,139355,12,80319.88472622479
26,"Rioja, La",2017,2054,172112,12,83793.5735150925
26,"Rioja, La",2018,2332,210241,12,90154.80274442538
26,"Rioja, La",2019,2189,185639,12,84805.39058931019
26,"Rioja, La",2020,2120,189594,12,89431.1320754717
26,"Rioja, La",2021,2523,232514,12,92157.74871185097
26,"Rioja, La",2022,3249,326594,12,100521.39119729148
26,"Rioja, La",2023,2073,198946,12,95970.09165460685
26,"Rioja, La",2024,2468,247145,12,100139.78930307942
26,"Rioja, La",2025,3379,370630,12,109686.29772121929
26,"Rioja, La",2026,510,57989,2,113703.92156862745
27,Lugo,2003,3692,247420,12,67015.16793066089
27,Lugo,2004,4479,312339,12,69734.09243134629
27,Lugo,2005,4963,381732,12,76915.57525690107
27,Lugo,2006,3895,365470,12,93830.55198973042
27,Lugo,2007,4342,428218,12,98622.29387379088
27,Lugo,2008,3736,356802,12,95503.74732334047
27,Lugo,2009,3941,365857,12,92833.54478558741
27,Lugo,2010,3951,338080,12,85568.2105796001
27,Lugo,2011,2773,241964,12,87257.12225027046
27,Lugo,2012,1370,103977,12,75895.62043795621
27,Lugo,2013,1036,82820,12,79942.08494208494
27,Lugo,2014,866,56245,12,64948.036951501155
27,Lugo,2015,1015,69093,12,68071.92118226601
27,Lugo,2016,1206,81082,12,67232.17247097845
27,Lugo,2017,1110,84090,12,75756.75675675676
27,Lugo,2018,1070,77093,12,72049.53271028037
27,Lugo,2019,1051,77243,12,73494.76688867745
27,Lugo,2020,1046,83144,12,79487.57170172084
27,Lugo,2021,1420,108590,12,76471.8309859155
27,Lugo,2022,1582,188317,12,119037.29456384324
27,Lugo,2023,1108,99184,12,89516.24548736462
27,Lugo,2024,1476,117889,12,79870.59620596207
27,Lugo,2025,2227,210695,12,94609.33991917377
27,Lugo,2026,380,37780,2,99421.05263157895
28,Madrid,2003,132970,17777706,12,133697.1196510491
28,Madrid,2004,153666,23035961,12,149909.29027891663
28,Madrid,2005,164084,27370931,12,166810.48121693765
28,Madrid,2006,159564,29337340,12,183859.39184277155
28,Madrid,2007,137344,26843187,12,195444.91932665423
28,Madrid,2008,101758,18330777,12,180140.89309931407
28,Madrid,2009,81509,12803053,12,157075.32910476145
28,Madrid,2010,85088,12977066,12,152513.4684091764
28,Madrid,2011,56755,8361173,12,147320.46515725486
28,Madrid,2012,39002,5489073,12,140738.24419260552
28,Madrid,2013,31843,4318234,12,135610.1497974437
28,Madrid,2014,35444,5156088,12,145471.3914908024
28,Madrid,2015,43394,6449952,12,148636.9544176614
28,Madrid,2016,48571,7398743,12,152328.40583887504
28,Madrid,2017,56989,9291604,12,163042.0607485655
28,Madrid,2018,66106,11636986,12,176035.24642241249
28,Madrid,2019,70581,12026647,12,170394.96465054335
28,Madrid,2020,61445,11220349,12,182608.00716087557
28,Madrid,2021,73389,14682282,12,200061.07182275274
28,Madrid,2022,79894,16703374,12,209069.19167897463
28,Madrid,2023,63699,12876631,12,202148.08709712868
28,Madrid,2024,71620,14679068,12,204957.6654565764
28,Madrid,2025,73569,18791223,12,255423.11299596296
28,Madrid,2026,12557,3084895,2,245671.3386955483
29,Málaga,2003,43941,4748517,12,108065.74725199699
29,Málaga,2004,41078,5284752,12,128651.6383465602
29,Málaga,2005,49036,6905477,12,140824.6390407048
29,Málaga,2006,59833,9408152,12,157240.18518209015
29,Málaga,2007,54581,8959362,12,164148.00021985674
29,Málaga,2008,34281,5482723,12,159934.74519413087
29,Málaga,2009,25149,3106982,12,123542.96393494771
29,Málaga,2010,23881,2884712,12,120795.27657970772
29,Málaga,2011,15606,1819990,12,116621.17134435473
29,Málaga,2012,11778,1324332,12,112441.1614875191
29,Málaga,2013,8393,911618,12,108616.46610270464
29,Málaga,2014,9893,1036974,12,104818.96290306277
29,Málaga,2015,12203,1372060,12,112436.2861591412
29,Málaga,2016,14090,1723595,12,122327.53726046842
29,Málaga,2017,16787,2056235,12,122489.72419133854
29,Málaga,2018,18668,2488654,12,133311.22776944505
29,Málaga,2019,18181,2634840,12,144922.72152246852
29,Málaga,2020,16551,2451466,12,148115.88423660203
29,Málaga,2021,20727,3384011,12,163265.83683118637
29,Málaga,2022,22931,4019008,12,175265.27408311891
29,Málaga,2023,19638,3465518,12,176470.00712903554
29,Málaga,2024,20188,3949411,12,195631.6128393105
29,Málaga,2025,22749,5087018,12,223615.01604466132
29,Málaga,2026,4285,1044916,2,243854.3757292882
30,Murcia,2003,35726,2679637,12,75005.23428315512
30,Murcia,2004,42323,3844149,12,90828.84011057817
30,Murcia,2005,50602,5347240,12,105672.50306312004
30,Murcia,2006,54859,6511402,12,118693.41402504603
30,Murcia,2007,51690,6434468,12,124481.87270265042
30,Murcia,2008,38678,4615974,12,119343.65789337608
30,Murcia,2009,25032,2428169,12,97002.5966762544
30,Murcia,2010,20652,1950696,12,94455.54909936084
30,Murcia,2011,13320,1183158,12,88825.67567567568
30,Murcia,2012,8362,623862,12,74606.7926333413
30,Murcia,2013,5418,399330,12,73704.31893687708
30,Murcia,2014,5558,406770,12,73186.39798488664
30,Murcia,2015,6935,563661,12,81277.72170151406
30,Murcia,2016,7493,593492,12,79206.1924462832
30,Murcia,2017,7878,608115,12,77191.54607768469
30,Murcia,2018,8419,698127,12,82922.79368095973
30,Murcia,2019,8881,728407,12,82018.5789888526
30,Murcia,2020,9032,754852,12,83575.28786536759
30,Murcia,2021,12689,1080338,12,85139.72732287808
30,Murcia,2022,13775,1258592,12,91367.84029038112
30,Murcia,2023,11177,997494,12,89245.2357519907
30,Murcia,2024,12193,1149247,12,94254.65430984991
30,Murcia,2025,15803,1679094,12,106251.59779788648
30,Murcia,2026,2563,280004,2,109248.53687085447
31,Navarra,2003,9214,889294,12,96515.51986108096
31,Navarra,2004,11648,1278983,12,109802.79876373627
31,Navarra,2005,12614,1552570,12,123083.08228951957
31,Navarra,2006,13292,1816182,12,136637.22539873607
31,Navarra,2007,12246,1826765,12,149172.38281887965
31,Navarra,2008,8603,1192156,12,138574.45077298617
31,Navarra,2009,7357,931847,12,126661.27497621313
31,Navarra,2010,7076,844668,12,119370.83097795365
31,Navarra,2011,5520,665806,12,120617.02898550725
31,Navarra,2012,4095,458620,12,111995.115995116
31,Navarra,2013,3170,345155,12,108881.70347003154
31,Navarra,2014,3710,383504,12,103370.35040431267
31,Navarra,2015,3769,388627,12,103111.43539400371
31,Navarra,2016,3990,404782,12,101449.12280701754
31,Navarra,2017,4069,430171,12,105719.09560088474
31,Navarra,2018,4739,514015,12,108464.86600548639
31,Navarra,2019,4508,519396,12,115216.5039929015
31,Navarra,2020,4201,488491,12,116279.69531064032
31,Navarra,2021,5190,640344,12,123380.34682080925
31,Navarra,2022,5219,681121,12,130507.95171488791
31,Navarra,2023,4555,609069,12,133714.37980241491
31,Navarra,2024,5553,710405,12,127931.748604358
31,Navarra,2025,5869,867320,12,147779.86028284204
31,Navarra,2026,1043,160086,2,153486.09779482262
32,Ourense,2003,2587,194698,12,75260.14688828759
32,Ourense,2004,3527,290529,12,82372.83810603913
32,Ourense,2005,3709,342933,12,92459.69263952548
32,Ourense,2006,3704,365147,12,98581.80345572354
32,Ourense,2007,3439,357047,12,103822.91363768537
32,Ourense,2008,3113,303740,12,97571.47446193383
32,Ourense,2009,2183,215121,12,98543.74713696747
32,Ourense,2010,2751,262539,12,95434.0239912759
32,Ourense,2011,1448,141149,12,97478.591160221
32,Ourense,2012,910,84020,12,92329.67032967033
32,Ourense,2013,699,51782,12,74080.11444921316
32,Ourense,2014,664,54237,12,81682.22891566265
32,Ourense,2015,833,75839,12,91043.21728691476
32,Ourense,2016,886,75795,12,85547.40406320542
32,Ourense,2017,901,75550,12,83851.27635960044
32,Ourense,2018,902,77746,12,86192.9046563193
32,Ourense,2019,895,78884,12,88138.54748603352
32,Ourense,2020,1081,82404,12,76229.41720629047
32,Ourense,2021,1058,95615,12,90373.34593572779
32,Ourense,2022,1155,105403,12,91258.00865800866
32,Ourense,2023,1135,97457,12,85865.19823788546
32,Ourense,2024,1230,111756,12,90858.53658536586
32,Ourense,2025,1564,162730,12,104047.31457800511
32,Ourense,2026,251,28116,2,112015.93625498009
33,Asturias,2003,20817,1706734,12,81987.51020800308
33,Asturias,2004,21236,1882366,12,88640.3277453381
33,Asturias,2005,20042,1916751,12,95636.7129029039
33,Asturias,2006,21934,2308774,12,105260.05288593052
33,Asturias,2007,22164,2546967,12,114914.59122902004
33,Asturias,2008,16795,1975017,12,117595.5343852337
33,Asturias,2009,13810,1526997,12,110571.83200579291
33,Asturias,2010,13769,1510369,12,109693.4417895272
33,Asturias,2011,7907,817456,12,103383.83710636145
33,Asturias,2012,5119,497330,12,97153.74096503224
33,Asturias,2013,3687,333996,12,90587.46948738812
33,Asturias,2014,3765,337244,12,89573.4395750332
33,Asturias,2015,4314,399596,12,92627.72369031061
33,Asturias,2016,4949,435095,12,87915.7405536472
33,Asturias,2017,5733,528359,12,92160.9977324263
33,Asturias,2018,6198,580054,12,93587.28622136173
33,Asturias,2019,6223,590084,12,94823.0756869677
33,Asturias,2020,6680,631511,12,94537.5748502994
33,Asturias,2021,7268,772890,12,106341.49697303247
33,Asturias,2022,8156,889779,12,109095.02206964199
33,Asturias,2023,6862,768849,12,112044.44768289129
33,Asturias,2024,8083,885139,12,109506.24768031671
33,Asturias,2025,9189,1099044,12,119604.30950048972
33,Asturias,2026,1531,201390,2,131541.47615937295
34,Palencia,2003,3044,244464,12,80310.11826544021
34,Palencia,2004,3140,275120,12,87617.83439490446
34,Palencia,2005,3074,282759,12,91984.05985686403
34,Palencia,2006,3560,373496,12,104914.60674157304
34,Palencia,2007,3431,392272,12,114331.68172544448
34,Palencia,2008,2212,242872,12,109797.46835443038
34,Palencia,2009,1771,189774,12,107156.40880858272
34,Palencia,2010,1932,213032,12,110265.01035196688
34,Palencia,2011,1137,108340,12,95285.8399296394
34,Palencia,2012,862,76474,12,88716.9373549884
34,Palencia,2013,596,60685,12,101820.46979865772
34,Palencia,2014,622,54408,12,87472.66881028938
34,Palencia,2015,692,55856,12,80716.76300578035
34,Palencia,2016,698,55802,12,79945.55873925501
34,Palencia,2017,707,57868,12,81850.07072135786
34,Palencia,2018,728,62801,12,86265.10989010989
34,Palencia,2019,832,77902,12,93632.21153846153
34,Palencia,2020,743,63598,12,85596.23149394347
34,Palencia,2021,1184,109512,12,92493.24324324324
34,Palencia,2022,1039,98368,12,94675.64966313764
34,Palencia,2023,823,84665,12,102873.63304981774
34,Palencia,2024,993,87740,12,88358.50956696879
34,Palencia,2025,1244,115288,12,92675.24115755627
34,Palencia,2026,206,19900,2,96601.94174757281
35,"Palmas, Las",2003,21940,1878590,12,85623.9744758432
35,"Palmas, Las",2004,29415,2808423,12,95475.87965323814
35,"Palmas, Las",2005,36087,3976179,12,110183.14074320393
35,"Palmas, Las",2006,37198,4363512,12,117305.01639873111
35,"Palmas, Las",2007,32833,4193785,12,127730.78914506747
35,"Palmas, Las",2008,22291,2716413,12,121861.423893051
35,"Palmas, Las",2009,17759,1656440,12,93273.2698913227
35,"Palmas, Las",2010,14170,1365592,12,96372.05363443895
35,"Palmas, Las",2011,8829,838650,12,94988.10737342847
35,"Palmas, Las",2012,6475,531292,12,82052.81853281854
35,"Palmas, Las",2013,5048,376052,12,74495.24564183835
35,"Palmas, Las",2014,5361,369172,12,68862.52564819997
35,"Palmas, Las",2015,6575,543993,12,82736.57794676805
35,"Palmas, Las",2016,7218,559632,12,77532.83458021612
35,"Palmas, Las",2017,6973,599162,12,85926.00028682059
35,"Palmas, Las",2018,7176,675925,12,94192.44704570792
35,"Palmas, Las",2019,7992,747532,12,93535.03503503503
35,"Palmas, Las",2020,7131,722941,12,101380.03085121301
35,"Palmas, Las",2021,7062,787288,12,111482.29963183234
35,"Palmas, Las",2022,8557,1019154,12,119101.78800981652
35,"Palmas, Las",2023,8391,900976,12,107374.09128828507
35,"Palmas, Las",2024,9002,1001550,12,111258.60919795602
35,"Palmas, Las",2025,9638,1298161,12,134691.94853704088
35,"Palmas, Las",2026,1795,254719,2,141904.73537604455
36,Pontevedra,2003,14099,1208837,12,85739.20136179871
36,Pontevedra,2004,17830,1662362,12,93233.98766124509
36,Pontevedra,2005,17111,1799753,12,105181.05312372158
36,Pontevedra,2006,17097,2070608,12,121109.43440369655
36,Pontevedra,2007,17500,2181764,12,124672.22857142857
36,Pontevedra,2008,13764,1677764,12,121895.08863702412
36,Pontevedra,2009,12431,1422802,12,114455.95688198858
36,Pontevedra,2010,11352,1278158,12,112593.1994362227
36,Pontevedra,2011,8062,898970,12,111507.07020590424
36,Pontevedra,2012,4244,445542,12,104981.62111215835
36,Pontevedra,2013,3199,290663,12,90860.5814316974
36,Pontevedra,2014,2866,265994,12,92810.18841591067
36,Pontevedra,2015,3308,330855,12,100016.62636033857
36,Pontevedra,2016,3596,354779,12,98659.34371523916
36,Pontevedra,2017,4041,397357,12,98331.35362534026
36,Pontevedra,2018,4163,428880,12,103021.8592361278
36,Pontevedra,2019,4011,422217,12,105264.77187733732
36,Pontevedra,2020,4234,456757,12,107878.36561171469
36,Pontevedra,2021,5505,631654,12,114741.8710263397
36,Pontevedra,2022,5669,682941,12,120469.39495501852
36,Pontevedra,2023,4655,592431,12,127267.66917293234
36,Pontevedra,2024,5813,727955,12,125228.79752279374
36,Pontevedra,2025,6211,863439,12,139017.7105136049
36,Pontevedra,2026,1067,161102,2,150985.9418931584
37,Salamanca,2003,5867,505988,12,86243.0543719107
37,Salamanca,2004,5623,552369,12,98233.86092833008
37,Salamanca,2005,5453,597249,12,109526.68256005869
37,Salamanca,2006,7671,926575,12,120789.33646199974
37,Salamanca,2007,6507,855497,12,131473.33640694636
37,Salamanca,2008,5806,701859,12,120885.11884257664
37,Salamanca,2009,4198,467913,12,111460.93377798951
37,Salamanca,2010,4234,503626,12,118948.03967879074
37,Salamanca,2011,3327,342088,12,102821.76134655846
37,Salamanca,2012,1925,181279,12,94170.90909090909
37,Salamanca,2013,1221,104521,12,85602.78460278461
37,Salamanca,2014,1330,117408,12,88276.69172932331
37,Salamanca,2015,1410,122913,12,87172.34042553192
37,Salamanca,2016,1626,141596,12,87082.41082410824
37,Salamanca,2017,1591,156525,12,98381.52105593967
37,Salamanca,2018,1649,153692,12,93203.15342631898
37,Salamanca,2019,1675,165652,12,98896.71641791044
37,Salamanca,2020,1680,169829,12,101088.69047619047
37,Salamanca,2021,2160,227868,12,105494.44444444444
37,Salamanca,2022,2284,244539,12,107066.11208406305
37,Salamanca,2023,1806,187670,12,103914.72868217055
37,Salamanca,2024,2195,239637,12,109174.0318906606
37,Salamanca,2025,2880,345308,12,119898.61111111111
37,Salamanca,2026,446,56633,2,126979.82062780269
38,Santa Cruz de Tenerife,2003,16729,1490145,12,89075.5574152669
38,Santa Cruz de Tenerife,2004,21790,2107586,12,96722.62505736576
38,Santa Cruz de Tenerife,2005,26127,2778943,12,106362.88131052168
38,Santa Cruz de Tenerife,2006,29789,3515208,12,118003.55836046863
38,Santa Cruz de Tenerife,2007,28088,3500321,12,124619.8020506978
38,Santa Cruz de Tenerife,2008,19256,2244707,12,116571.82176983797
38,Santa Cruz de Tenerife,2009,15061,1479201,12,98213.9964145807
38,Santa Cruz de Tenerife,2010,12066,1220448,12,101147.68771755346
38,Santa Cruz de Tenerife,2011,7069,682864,12,96599.8019521856
38,Santa Cruz de Tenerife,2012,4834,396608,12,82045.51096400496
38,Santa Cruz de Tenerife,2013,3790,302934,12,79929.81530343008
38,Santa Cruz de Tenerife,2014,3852,315194,12,81826.06438213914
38,Santa Cruz de Tenerife,2015,4335,384466,12,88688.8119953864
38,Santa Cruz de Tenerife,2016,5776,485531,12,84060.07617728531
38,Santa Cruz de Tenerife,2017,6445,564843,12,87640.49650892164
38,Santa Cruz de Tenerife,2018,6810,616140,12,90475.77092511013
38,Santa Cruz de Tenerife,2019,5980,592590,12,99095.31772575251
38,Santa Cruz de Tenerife,2020,4966,521653,12,105044.90535642368
38,Santa Cruz de Tenerife,2021,5522,624358,12,113067.36689605216
38,Santa Cruz de Tenerife,2022,7430,815209,12,109718.5733512786
38,Santa Cruz de Tenerife,2023,5825,675656,12,115992.44635193133
38,Santa Cruz de Tenerife,2024,5790,729671,12,126022.62521588946
38,Santa Cruz de Tenerife,2025,7645,1102205,12,144173.31589274036
38,Santa Cruz de Tenerife,2026,1021,160450,2,157149.85308521058
39,Cantabria,2003,12384,1079701,12,87185.15826873385
39,Cantabria,2004,12399,1227931,12,99034.68021614646
39,Cantabria,2005,13519,1511614,12,111814.03949996301
39,Cantabria,2006,15876,1945924,12,122570.16880826405
39,Cantabria,2007,16685,2168779,12,129983.75786634702
39,Cantabria,2008,13893,1752589,12,126149.06787590873
39,Cantabria,2009,12021,1381667,12,114937.77555943765
39,Cantabria,2010,9477,1157435,12,122130.94861243009
39,Cantabria,2011,5577,612690,12,109860.13986013985
39,Cantabria,2012,3457,355832,12,102930.86491177321
39,Cantabria,2013,2479,238552,12,96229.12464703509
39,Cantabria,2014,2247,214835,12,95609.7018246551
39,Cantabria,2015,2851,294646,12,103348.2988425114
39,Cantabria,2016,3160,338465,12,107109.17721518988
39,Cantabria,2017,3532,371578,12,105203.28425821064
39,Cantabria,2018,3908,410037,12,104922.46673490276
39,Cantabria,2019,4039,412170,12,102047.53651894034
39,Cantabria,2020,3867,409036,12,105776.05378846651
39,Cantabria,2021,5537,599306,12,108236.59021130577
39,Cantabria,2022,5590,651117,12,116478.89087656529
39,Cantabria,2023,4362,504438,12,115643.74140302613
39,Cantabria,2024,4843,588025,12,121417.50980797027
39,Cantabria,2025,6916,966748,12,139784.26836321573
39,Cantabria,2026,1019,153289,2,150430.81452404318
40,Segovia,2003,3211,314029,12,97797.88227966365
40,Segovia,2004,3651,378628,12,103705.28622295262
40,Segovia,2005,3830,488852,12,127637.59791122716
40,Segovia,2006,4466,579158,12,129681.59426780116
40,Segovia,2007,4420,619940,12,140257.9185520362
40,Segovia,2008,3085,390397,12,126546.83954619124
40,Segovia,2009,2077,247557,12,119189.69667790082
40,Segovia,2010,2103,255991,12,121726.58107465526
40,Segovia,2011,1406,156819,12,111535.56187766715
40,Segovia,2012,997,103945,12,104257.77331995987
40,Segovia,2013,925,101791,12,110044.32432432432
40,Segovia,2014,680,57187,12,84098.5294117647
40,Segovia,2015,774,68746,12,88819.12144702842
40,Segovia,2016,836,75694,12,90543.06220095693
40,Segovia,2017,770,71321,12,92624.67532467532
40,Segovia,2018,940,87567,12,93156.3829787234
40,Segovia,2019,949,93115,12,98119.0727081138
40,Segovia,2020,944,92833,12,98340.04237288136
40,Segovia,2021,1279,125250,12,97928.06880375293
40,Segovia,2022,1435,151441,12,105533.79790940767
40,Segovia,2023,1257,131240,12,104407.31901352426
40,Segovia,2024,1374,145174,12,105657.93304221252
40,Segovia,2025,1732,211703,12,122230.36951501155
40,Segovia,2026,290,38720,2,133517.24137931035
41,Sevilla,2003,37500,2947300,12,78594.66666666667
41,Sevilla,2004,45085,4074051,12,90363.77952755906
41,Sevilla,2005,56618,5697691,12,100633.91500936098
41,Sevilla,2006,57991,6780492,12,116923.17773447603
41,Sevilla,2007,53197,6870888,12,129159.31349512191
41,Sevilla,2008,36649,4528869,12,123574.14936287484
41,Sevilla,2009,24815,2759933,12,111220.35059439855
41,Sevilla,2010,22530,2363721,12,104914.38082556591
41,Sevilla,2011,18555,1889145,12,101813.25788197252
41,Sevilla,2012,10778,966541,12,89677.21284097235
41,Sevilla,2013,7989,666721,12,83454.8754537489
41,Sevilla,2014,8327,728218,12,87452.62399423562
41,Sevilla,2015,9699,859594,12,88627.07495618105
41,Sevilla,2016,11037,996930,12,90326.17559119326
41,Sevilla,2017,11899,1206600,12,101403.47928397344
41,Sevilla,2018,13684,1434583,12,104836.52440806781
41,Sevilla,2019,14249,1543592,12,108329.84770861112
41,Sevilla,2020,14209,1598659,12,112510.31036666901
41,Sevilla,2021,17582,2006357,12,114114.26458878399
41,Sevilla,2022,20852,2496277,12,119714.0322271245
41,Sevilla,2023,17511,2122816,12,121227.57124093427
41,Sevilla,2024,18874,2337188,12,123831.09038889478
41,Sevilla,2025,23983,3325422,12,138657.46570487428
41,Sevilla,2026,3548,527767,2,148750.56369785796
42,Soria,2003,1627,138203,12,84943.45421020282
42,Soria,2004,843,76084,12,90253.8552787663
42,Soria,2005,1674,161832,12,96673.83512544802
42,Soria,2006,1929,216549,12,112259.72006220839
42,Soria,2007,1598,184812,12,115652.06508135168
42,Soria,2008,1670,205498,12,123052.69461077845
42,Soria,2009,1502,171581,12,114235.01997336884
42,Soria,2010,1118,128220,12,114686.94096601073
42,Soria,2011,866,88988,12,102757.50577367205
42,Soria,2012,808,90799,12,112375
42,Soria,2013,471,46342,12,98390.65817409767
42,Soria,2014,357,31859,12,89240.89635854341
42,Soria,2015,321,25865,12,80576.32398753894
42,Soria,2016,339,28706,12,84678.46607669616
42,Soria,2017,371,29466,12,79423.18059299192
42,Soria,2018,401,34452,12,85915.21197007482
42,Soria,2019,509,43580,12,85618.8605108055
42,Soria,2020,450,40770,12,90600
42,Soria,2021,621,59054,12,95095.00805152979
42,Soria,2022,685,66700,12,97372.26277372263
42,Soria,2023,574,61304,12,106801.393728223
42,Soria,2024,693,74202,12,107073.59307359307
42,Soria,2025,619,65446,12,105728.5945072698
