Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Islas;Indicadores de renta media;Periodo;Total
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2017;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2016;""
Total Nacional;País Vasco;Araba/Álava;;Renta neta media por hogar;2015;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2023;25.589
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2022;23.611
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2021;22.423
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2020;21.618
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2019;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2018;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2017;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2016;""
Total Nacional;País Vasco;Araba/Álava;;Media de la renta por unidad de consumo;2015;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2023;23.450
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2022;21.350
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2021;20.650
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2020;19.950
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2019;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2018;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2017;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2016;""
Total Nacional;País Vasco;Araba/Álava;;Mediana de la renta por unidad de consumo;2015;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2023;21.356
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2022;19.714
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2021;18.700
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2020;17.945
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2017;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2016;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por persona;2015;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2023;50.270
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2022;46.375
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2021;43.981
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2020;42.474
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2019;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2018;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2017;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2016;""
Total Nacional;País Vasco;Araba/Álava;;Renta bruta media por hogar;2015;""
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2023;18.738
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2022;17.225
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2021;16.192
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2020;15.555
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2019;15.547
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2018;15.047
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2017;14.605
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2016;14.216
Total Nacional;País Vasco;Bizkaia;;Renta neta media por persona;2015;13.949
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2023;44.425
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2022;40.694
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2021;38.390
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2020;37.242
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2019;37.523
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2018;36.364
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2017;35.326
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2016;34.622
Total Nacional;País Vasco;Bizkaia;;Renta neta media por hogar;2015;34.177
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2023;27.145
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2022;25.029
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2021;23.589
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2020;22.731
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2019;22.756
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2018;22.061
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2017;21.474
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2016;20.937
Total Nacional;País Vasco;Bizkaia;;Media de la renta por unidad de consumo;2015;20.569
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2023;24.150
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2022;22.050
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2021;21.350
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2020;20.650
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2019;19.950
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2018;19.250
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2017;19.250
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2016;18.550
Total Nacional;País Vasco;Bizkaia;;Mediana de la renta por unidad de consumo;2015;18.550
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2023;22.562
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2022;20.717
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2021;19.471
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2020;18.534
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2019;18.707
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2018;18.055
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2017;17.491
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2016;17.002
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por persona;2015;16.664
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2023;53.492
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2022;48.944
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2021;46.162
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2020;44.373
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2019;45.149
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2018;43.632
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2017;42.306
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2016;41.406
Total Nacional;País Vasco;Bizkaia;;Renta bruta media por hogar;2015;40.830
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2023;19.616
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2022;18.325
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2021;16.887
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2020;16.399
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2019;16.463
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2018;15.891
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2017;15.372
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2016;15.090
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por persona;2015;..
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2023;46.514
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2022;43.392
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2021;39.988
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2020;39.023
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2019;39.283
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2018;37.797
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2017;36.586
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2016;35.751
Total Nacional;País Vasco;Gipuzkoa;;Renta neta media por hogar;2015;..
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2023;28.434
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2022;26.642
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2021;24.593
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2020;23.923
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2019;24.028
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2018;23.223
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2017;22.478
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2016;21.973
Total Nacional;País Vasco;Gipuzkoa;;Media de la renta por unidad de consumo;2015;..
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2023;26.250
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2022;24.150
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2021;22.050
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2020;21.350
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2019;21.350
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2018;20.650
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2017;19.950
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2016;19.950
Total Nacional;País Vasco;Gipuzkoa;;Mediana de la renta por unidad de consumo;2015;..
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2023;23.614
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2022;21.988
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2021;20.381
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2020;19.689
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2019;19.785
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2018;19.041
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2017;18.380
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2016;17.920
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por persona;2015;..
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2023;55.995
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2022;52.066
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2021;48.263
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2020;46.852
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2019;47.211
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2018;45.288
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2017;43.744
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2016;42.457
Total Nacional;País Vasco;Gipuzkoa;;Renta bruta media por hogar;2015;..
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2023;14.827
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2022;13.864
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2021;13.215
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2020;12.738
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2019;12.930
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2018;12.460
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2017;11.914
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2016;11.536
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por persona;2015;11.191
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2023;35.555
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2022;33.314
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2021;31.884
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2020;30.843
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2019;31.535
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2018;30.286
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2017;29.070
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2016;28.333
Total Nacional;Rioja, La;Rioja, La;;Renta neta media por hogar;2015;27.471
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2023;21.551
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2022;20.436
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2021;19.479
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2020;18.778
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2019;19.101
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2018;18.410
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2017;17.625
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2016;17.107
Total Nacional;Rioja, La;Rioja, La;;Media de la renta por unidad de consumo;2015;16.582
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2023;19.250
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2022;18.550
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2021;17.150
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2020;16.450
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2019;17.150
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2018;16.450
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2017;15.750
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2016;15.050
Total Nacional;Rioja, La;Rioja, La;;Mediana de la renta por unidad de consumo;2015;14.350
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2023;18.119
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2022;16.976
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2021;16.015
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2020;15.309
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2019;15.513
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2018;14.932
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2017;14.269
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2016;13.776
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por persona;2015;13.321
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2023;43.448
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2022;40.793
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2021;38.641
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2020;37.066
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2019;37.836
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2018;36.295
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2017;34.817
Total Nacional;Rioja, La;Rioja, La;;Renta bruta media por hogar;2016;33.836
